,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),elevation,daysince,sinday,cosday,sindmo,cosdmo,year,sinrise,cosrise,sinset,cosset,city_b,city_le,city_lh,city_p,city_q,city_sa,city_si,city_su,city_t,city_u
4921,34.7,26.0,41.0,32.0,21.52,0.6,0.0,11.5,27.7,350.0,4.81,0,974,0.48530196253108576,-0.8743466161445795,-0.676627273303757,-0.7363256976511976,2020,0.9981347984218669,0.06104853953485691,-0.9988483864849507,-0.0479781285213447,0,1,0,0,0,0,0,0,0,0
4922,34.9,25.3,40.4,30.9,23.6,0.0,0.0,14.8,32.4,31.0,5.35,0,975,0.29936312297334366,-0.9541392564000534,-0.6889669190756875,-0.7247927872291191,2020,0.9981347984218669,0.06104853953485691,-0.9988483864849507,-0.0479781285213447,0,1,0,0,0,0,0,0,0,0
4923,36.1,24.7,39.9,30.3,23.68,0.0,0.0,17.7,37.8,55.0,5.68,0,976,0.10116832198742526,-0.9948693233918958,-0.7011100198920522,-0.7130531116312208,2020,0.9978589232386035,0.06540312923014305,-0.9988483864849507,-0.0479781285213447,0,1,0,0,0,0,0,0,0,0
4924,35.4,25.0,39.2,30.3,24.31,0.0,0.0,17.6,38.2,69.0,5.95,0,977,-0.10116832198743111,-0.9948693233918953,-0.7130531116312185,-0.7011100198920543,2020,0.9978589232386035,0.06540312923014305,-0.9986295347545738,-0.052335956242944306,0,1,0,0,0,0,0,0,0,0
4925,35.7,25.9,39.5,30.7,23.7,0.0,0.0,16.1,36.7,65.0,5.86,0,978,-0.29936312297334927,-0.9541392564000516,-0.7247927872291194,-0.6889669190756871,2020,0.9975640502598242,0.06975647374412546,-0.9986295347545738,-0.052335956242944306,0,1,0,0,0,0,0,0,0,0
4926,34.2,25.3,39.3,31.1,21.51,0.0,0.0,11.7,28.8,26.0,4.95,0,979,-0.48530196253109087,-0.8743466161445766,-0.7363256976511979,-0.6766272733037567,2020,0.9975640502598242,0.06975647374412546,-0.9986295347545738,-0.052335956242944306,0,1,0,0,0,0,0,0,0,0
4927,33.7,25.6,39.4,30.8,21.61,0.8,0.0,11.2,27.7,27.0,4.89,0,980,-0.6513724827222247,-0.7587581226927888,-0.7476485528478084,-0.6640946027672398,2020,0.9972501850994857,0.07410849019539913,-0.9986295347545738,-0.052335956242944306,0,1,0,0,0,0,0,0,0,0
4928,35.9,25.5,41.0,30.9,23.15,0.0,0.0,16.8,35.6,17.0,5.42,0,981,-0.7907757369376957,-0.6121059825476666,-0.7587581226927891,-0.6513724827222243,2020,0.9972501850994857,0.07410849019539913,-0.9986295347545738,-0.052335956242944306,0,1,0,0,0,0,0,0,0,0
4929,34.2,25.1,39.6,30.1,22.04,2.4,0.0,14.1,25.9,344.0,5.04,0,982,-0.8978045395707486,-0.4403941515576203,-0.7696512379049316,-0.6384645424699843,2020,0.996917333733128,0.078459095727845,-0.9986295347545738,-0.052335956242944306,0,1,0,0,0,0,0,0,0,0
4930,34.3,25.3,40.1,30.7,22.58,0.6,0.0,9.0,27.4,21.0,4.95,0,983,-0.9680771188662062,-0.2506525322587132,-0.7803247909520922,-0.6253744643216363,2020,0.996917333733128,0.078459095727845,-0.9983916705573488,-0.056692787563377714,0,1,0,0,0,0,0,0,0,0
4931,34.7,25.7,40.6,31.1,21.58,0.7,0.0,10.5,25.2,6.0,4.76,0,984,-0.9987165071710528,-0.05064916883871315,-0.7907757369376979,-0.6121059825476638,2020,0.9965655024977614,0.08280820751220458,-0.9983916705573488,-0.056692787563377714,0,1,0,0,0,0,0,0,0,0
4932,35.2,24.1,39.3,28.7,24.17,0.0,0.0,17.7,38.2,5.0,5.6,0,985,-0.9884683243281127,0.1514277775045683,-0.8010010944693827,-0.5986628823126176,2020,0.9965655024977614,0.08280820751220458,-0.9983916705573488,-0.056692787563377714,0,1,0,0,0,0,0,0,0,0
4933,34.7,24.3,39.5,29.1,25.53,0.0,0.0,15.9,32.8,47.0,5.79,0,986,-0.9377521321470763,0.3473052528448315,-0.8109979465095004,-0.5850489985953088,2020,0.9961946980917455,0.08715574274765814,-0.9983916705573488,-0.056692787563377714,0,1,0,0,0,0,0,0,0,0
4934,34.7,24.7,39.7,30.0,25.51,0.0,0.0,13.9,31.3,72.0,6.02,0,987,-0.8486442574947489,0.5289640103269657,-0.8207634412072765,-0.571268215094792,2020,0.9958049275746618,0.09150161866340252,-0.9983916705573488,-0.056692787563377714,0,1,0,0,0,0,0,0,0,0
4935,35.8,25.3,39.0,30.6,26.38,0.0,0.0,19.0,41.8,81.0,6.62,0,988,-0.7247927872291229,0.6889669190756835,-0.8302947927123755,-0.5573244631224377,2020,0.9958049275746618,0.09150161866340252,-0.9983916705573488,-0.056692787563377714,0,1,0,0,0,0,0,0,0,0
4936,31.5,24.7,35.9,30.4,21.27,6.2,0.0,17.1,41.4,73.0,4.51,0,989,-0.5712682150948023,0.8207634412072694,-0.839589281969637,-0.5432217204804216,2020,0.9953961983671787,0.09584575252022406,-0.9981347984218669,-0.06104853953485769,0,1,0,0,0,0,0,0,0,0
4937,33.7,23.8,40.8,29.0,21.64,12.2,0.0,10.5,28.4,45.0,4.64,0,990,-0.394355855113311,0.9189578116202338,-0.84864425749475,-0.5289640103269639,2020,0.9953961983671787,0.09584575252022406,-0.9981347984218669,-0.06104853953485769,0,1,0,0,0,0,0,0,0,0
4938,32.0,24.5,38.2,29.8,16.66,1.1,0.0,6.6,22.3,239.0,3.55,0,991,-0.2012985200886599,0.9795299412524945,-0.857457136130651,-0.5145554000286288,2020,0.9949685182509117,0.10018806161207654,-0.9981347984218669,-0.06104853953485769,0,1,0,0,0,0,0,0,0,0
4939,34.4,24.2,42.0,29.4,25.06,1.7,0.0,11.3,28.4,104.0,5.36,0,992,-7.83773951454306e-15,1.0,-0.8660254037844377,-0.5000000000000016,2020,0.9949685182509117,0.10018806161207654,-0.9981347984218669,-0.06104853953485769,0,1,0,0,0,0,0,0,0,0
4940,34.2,24.9,40.6,30.1,23.17,2.2,0.0,10.5,25.6,9.0,5.08,0,993,0.20129852008867238,0.9795299412524919,-0.8743466161445821,-0.48530196253108115,2020,0.9945218953682733,0.10452846326765346,-0.9981347984218669,-0.06104853953485769,0,1,0,0,0,0,0,0,0,0
4941,35.9,24.8,39.7,30.5,23.65,0.0,0.0,13.5,32.0,51.0,5.45,0,994,0.3943558551133227,0.9189578116202288,-0.8824183993782199,-0.4704654806027542,2020,0.9945218953682733,0.10452846326765346,-0.9981347984218669,-0.06104853953485769,0,1,0,0,0,0,0,0,0,0
4942,33.8,24.8,39.4,30.3,22.36,0.9,0.0,9.8,27.0,28.0,4.88,0,995,0.5712682150947894,0.8207634412072783,-0.8902384508083514,-0.45549478669063426,2020,0.9940563382223196,0.10886687485196474,-0.9978589232386035,-0.06540312923014362,0,1,0,0,0,0,0,0,0,0
4943,32.7,25.1,39.3,30.3,19.24,23.1,0.0,9.4,30.6,321.0,3.99,0,996,0.724792787229112,0.6889669190756949,-0.8978045395707407,-0.4403941515576362,2020,0.9940563382223196,0.10886687485196474,-0.9978589232386035,-0.06540312923014362,0,1,0,0,0,0,0,0,0,0
4944,34.2,24.1,40.1,29.2,23.99,0.2,0.0,10.1,30.6,96.0,5.23,0,997,0.8486442574947556,0.528964010326955,-0.905114507250321,-0.4251678830356411,2020,0.9935718556765875,0.11320321376790661,-0.9978589232386035,-0.06540312923014362,0,1,0,0,0,0,0,0,0,0
4945,34.2,24.8,38.8,30.0,21.75,0.0,0.0,9.8,34.6,97.0,4.86,0,998,0.9377521321470808,0.3473052528448195,-0.9121662684969338,-0.40982032479658637,2020,0.9935718556765875,0.11320321376790661,-0.9978589232386035,-0.06540312923014362,0,1,0,0,0,0,0,0,0,0
4946,34.5,24.4,39.0,29.2,24.35,0.0,0.0,15.8,32.4,69.0,5.56,0,999,0.9884683243281103,0.15142777750458378,-0.9189578116202304,-0.3943558551133191,2020,0.9930684569549263,0.1175373974578377,-0.9978589232386035,-0.06540312923014362,0,1,0,0,0,0,0,0,0,0
4947,34.2,24.9,40.9,30.5,24.49,1.0,0.0,14.6,34.6,63.0,5.28,0,1000,0.9987165071710535,-0.050649168838697495,-0.9254871991635586,-0.3787788856105783,2020,0.9930684569549263,0.1175373974578377,-0.9978589232386035,-0.06540312923014362,0,1,0,0,0,0,0,0,0,0
4948,33.1,24.3,40.3,29.6,21.99,4.9,0.0,8.6,27.7,280.0,4.69,0,1001,0.9680771188662031,-0.2506525322587255,-0.9317525684566682,-0.36309386000647526,2020,0.992546151641322,0.12186934340514749,-0.9978589232386035,-0.06540312923014362,0,1,0,0,0,0,0,0,0,0
4949,29.7,25.1,35.6,31.0,18.99,8.9,0.0,6.8,31.7,275.0,3.86,0,1002,0.8978045395707429,-0.44039415155763173,-0.9377521321470808,-0.3473052528448194,2020,0.992546151641322,0.12186934340514749,-0.9975640502598242,-0.06975647374412558,0,1,0,0,0,0,0,0,0,0
4950,33.2,24.3,39.6,29.4,22.8,0.3,0.0,6.5,23.8,168.0,4.87,0,1003,0.7907757369377052,-0.6121059825476542,-0.9434841787099799,-0.33141756821863666,2020,0.992004949679715,0.12619896913582973,-0.9975640502598242,-0.06975647374412558,0,1,0,0,0,0,0,0,0,0
4951,32.7,24.0,39.2,28.7,22.38,1.0,0.0,6.4,22.3,253.0,4.79,0,1004,0.651372482722215,-0.7587581226927971,-0.9489470729364693,-0.31543533848525473,2020,0.992004949679715,0.12619896913582973,-0.9975640502598242,-0.06975647374412558,0,1,0,0,0,0,0,0,0,0
4952,32.4,24.0,39.1,28.8,21.68,1.4,0.0,7.8,22.3,217.0,4.63,0,1005,0.48530196253107977,-0.8743466161445829,-0.9541392564000485,-0.299363122973359,2020,0.9914448613738104,0.1305261922200517,-0.9975640502598242,-0.06975647374412558,0,1,0,0,0,0,0,0,0,0
4953,33.8,24.2,40.6,29.5,23.62,0.3,0.0,6.5,20.9,27.0,5.1,0,1006,0.2993631229733642,-0.9541392564000469,-0.9590592479012023,-0.28320550668230343,2020,0.9914448613738104,0.1305261922200517,-0.9975640502598242,-0.06975647374412558,0,1,0,0,0,0,0,0,0,0
4954,33.7,25.3,40.1,30.8,21.47,2.4,0.0,9.3,20.5,286.0,4.69,0,1007,0.1011683219874467,-0.9948693233918937,-0.9637056438899405,-0.2669670989741528,2020,0.9908658973868822,0.13485093027372308,-0.9975640502598242,-0.06975647374412558,0,1,0,0,0,0,0,0,0,0
4955,32.5,24.8,38.1,30.2,21.43,10.8,0.0,10.7,27.0,39.0,4.48,0,1008,-0.10116832198743794,-0.9948693233918946,-0.9680771188662044,-0.2506525322587201,2020,0.9908658973868822,0.13485093027372308,-0.9975640502598242,-0.06975647374412558,0,1,0,0,0,0,0,0,0,0
4956,32.1,25.3,38.7,30.9,14.72,3.9,0.0,6.8,24.1,95.0,3.18,0,1009,-0.2993631229733558,-0.9541392564000495,-0.9721724257579903,-0.23426646067208348,2020,0.9902680687415703,0.1391731009600657,-0.9975640502598242,-0.06975647374412558,0,1,0,0,0,0,0,0,0,0
4957,33.1,25.3,40.9,31.2,19.65,1.5,0.0,13.0,36.4,84.0,4.43,0,1010,-0.48530196253107205,-0.8743466161445871,-0.9759903962771154,-0.21781355874885122,2020,0.9902680687415703,0.1391731009600657,-0.9975640502598242,-0.06975647374412558,0,1,0,0,0,0,0,0,0,0
4958,33.0,24.4,39.5,29.5,15.47,3.4,0.0,6.8,31.0,167.0,3.51,0,1011,-0.6513724827222083,-0.7587581226928028,-0.9795299412524942,-0.20129852008866156,2020,0.9896513868196702,0.1434926219911793,-0.9975640502598242,-0.06975647374412558,0,1,0,0,0,0,0,0,0,0
4959,32.9,25.6,39.4,31.5,20.41,4.2,0.0,9.2,24.1,134.0,4.5,0,1012,-0.7907757369376999,-0.6121059825476611,-0.982790050940858,-0.18472605601718914,2020,0.9896513868196702,0.1434926219911793,-0.9975640502598242,-0.06975647374412558,0,1,0,0,0,0,0,0,0,0
4960,34.4,25.7,40.0,31.2,24.45,0.0,0.0,10.3,26.6,45.0,5.42,0,1013,-0.897804539570739,-0.44039415155763967,-0.9857697953148035,-0.16810089424214983,2020,0.9896513868196702,0.1434926219911793,-0.9972501850994857,-0.07410849019539925,0,1,0,0,0,0,0,0,0,0
4961,33.5,25.4,40.1,31.1,21.74,0.8,0.0,8.0,21.2,288.0,4.71,0,1014,-0.9680771188662008,-0.2506525322587341,-0.9884683243281114,-0.15142777750457664,2020,0.9890158633619168,0.14780941112961077,-0.9972501850994857,-0.07410849019539925,0,1,0,0,0,0,0,0,0,0
4962,33.5,25.0,40.1,30.7,19.35,25.0,0.0,8.7,21.2,161.0,4.18,0,1015,-0.9987165071710531,-0.0506491688387063,-0.9908848681582391,-0.13471146222585928,2020,0.9890158633619168,0.14780941112961077,-0.9972501850994857,-0.07410849019539925,0,1,0,0,0,0,0,0,0,0
4963,32.3,25.0,40.4,30.7,18.98,1.5,0.0,6.1,20.9,177.0,4.08,0,1016,-0.9884683243281116,0.15142777750457506,-0.9930187374259336,-0.11795671715084614,2020,0.9883615104677607,0.1521233861899168,-0.9972501850994857,-0.07410849019539925,0,1,0,0,0,0,0,0,0,0
4964,31.9,25.9,37.6,32.0,17.69,3.3,0.0,8.2,23.4,160.9291277258567,3.83,0,1017,-0.9377521321470839,0.34730525284481123,-0.9948693233918949,-0.10116832198743415,2020,0.9883615104677607,0.1521233861899168,-0.9972501850994857,-0.07410849019539925,0,1,0,0,0,0,0,0,0,0
4965,31.9,25.2,38.0,30.8,16.36,11.6,0.0,10.2,26.6,116.0,3.57,0,1018,-0.8486442574947604,0.5289640103269475,-0.996436098130433,-0.08435106604304515,2020,0.9883615104677607,0.1521233861899168,-0.9972501850994857,-0.07410849019539925,0,1,0,0,0,0,0,0,0,0
4966,31.9,24.7,39.2,30.4,18.46,9.9,0.0,11.0,28.1,77.0,3.94,0,1019,-0.7247927872291181,0.6889669190756885,-0.9977186146800708,-0.0675097468583639,2020,0.9876883405951378,0.15643446504023092,-0.9972501850994857,-0.07410849019539925,0,1,0,0,0,0,0,0,0,0
4967,31.5,25.2,38.6,30.8,14.89,11.2,0.0,6.9,19.4,145.0,3.22,0,1020,-0.5712682150947966,0.8207634412072733,-0.9987165071710528,-0.050649168838713156,2020,0.9876883405951378,0.15643446504023092,-0.9972501850994857,-0.07410849019539925,0,1,0,0,0,0,0,0,0,0
4968,31.1,25.2,38.5,31.2,18.42,20.4,0.0,11.8,30.2,270.0,3.89,0,1021,-0.3943558551133308,0.9189578116202254,-0.999429490929718,-0.03377414188347046,2020,0.9876883405951378,0.15643446504023092,-0.9972501850994857,-0.07410849019539925,0,1,0,0,0,0,0,0,0,0
4969,33.1,25.7,40.0,31.7,20.08,18.2,0.0,7.6,24.8,179.0,4.34,0,1022,-0.20129852008868102,0.9795299412524902,-0.9998573625597098,-0.016889480013931694,2020,0.9869963665602319,0.1607425656038261,-0.9972501850994857,-0.07410849019539925,0,1,0,0,0,0,0,0,0,0
4970,32.9,24.8,40.3,30.4,20.05,8.7,0.0,8.0,28.1,50.0,4.25,0,1023,-9.772415167715292e-16,1.0,-1.0,1.1028010998692062e-15,2020,0.9869963665602319,0.1607425656038261,-0.9975640502598242,-0.06975647374412558,0,1,0,0,0,0,0,0,0,0
4971,31.2,25.0,39.4,30.2,19.73,7.4,0.0,7.6,26.3,220.0,4.12,0,1024,0.20129852008865126,0.9795299412524963,-0.9998573625597098,0.01688948001393035,2020,0.9869963665602319,0.1607425656038261,-0.9975640502598242,-0.06975647374412558,0,1,0,0,0,0,0,0,0,0
4972,31.2,24.7,38.9,30.1,18.15,31.0,0.0,9.4,29.2,191.0,3.78,0,1025,0.3943558551133029,0.9189578116202374,-0.9994294909297181,0.03377414188346556,2020,0.9862856015372313,0.16504760586067782,-0.9975640502598242,-0.06975647374412558,0,1,0,0,0,0,0,0,0,0
4973,31.6,25.2,38.8,30.6,16.74,14.4,0.0,8.0,21.6,134.0,3.57,0,1026,0.571268215094795,0.8207634412072744,-0.9987165071710529,0.05064916883871181,2020,0.9862856015372313,0.16504760586067782,-0.9975640502598242,-0.06975647374412558,0,1,0,0,0,0,0,0,0,0
4974,32.7,24.8,40.7,30.2,23.55,2.3,0.0,6.7,21.2,101.0,4.97,0,1027,0.7247927872291168,0.68896691907569,-0.9977186146800706,0.0675097468583661,2020,0.9862856015372313,0.16504760586067782,-0.9975640502598242,-0.06975647374412558,0,1,0,0,0,0,0,0,0,0
4975,33.1,24.9,40.8,30.9,22.12,3.6,0.0,11.2,31.3,91.0,4.68,0,1028,0.8486442574947443,0.5289640103269733,-0.9964360981304331,0.08435106604304382,2020,0.9862856015372313,0.16504760586067782,-0.9975640502598242,-0.06975647374412558,0,1,0,0,0,0,0,0,0,0
4976,29.5,25.6,35.7,31.5,12.2,13.4,0.0,9.7,30.6,105.0,2.6,0,1029,0.9377521321470732,0.3473052528448397,-0.9948693233918955,0.10116832198742928,2020,0.9855560590580777,0.16934950384902475,-0.9975640502598242,-0.06975647374412558,0,1,0,0,0,0,0,0,0,0
4977,32.0,25.1,40.6,30.5,17.02,27.7,0.0,10.4,26.6,351.0,3.62,0,1030,0.9884683243281114,0.151427777504577,-0.9930187374259337,0.1179567171508448,2020,0.9855560590580777,0.16934950384902475,-0.9975640502598242,-0.06975647374412558,0,1,0,0,0,0,0,0,0,0
4978,32.0,24.7,39.0,30.5,16.98,6.5,0.0,15.0,33.1,268.0,3.63,0,1030,0.9884683243281114,0.151427777504577,-0.9930187374259337,0.1179567171508448,2020,0.9855560590580777,0.16934950384902475,-0.9975640502598242,-0.06975647374412558,0,1,0,0,0,0,0,0,0,0
4979,32.1,24.8,39.7,30.3,19.17,10.4,0.0,6.2,27.0,221.0,4.09,0,1031,0.9987165071710532,-0.05064916883870435,-0.9908848681582388,0.13471146222586147,2020,0.9855560590580777,0.16934950384902475,-0.9978589232386035,-0.06540312923014362,0,1,0,0,0,0,0,0,0,0
4980,32.9,24.2,39.5,29.4,22.88,0.8,0.0,9.7,20.5,325.0,4.9,0,1032,0.9680771188662084,-0.25065253225870465,-0.9884683243281116,0.1514277775045753,2020,0.9855560590580777,0.16934950384902475,-0.9978589232386035,-0.06540312923014362,0,1,0,0,0,0,0,0,0,0
4981,32.2,25.9,40.2,31.7,20.12,9.1,0.0,9.4,25.9,145.0,4.29,0,1033,0.8978045395707525,-0.44039415155761236,-0.9857697953148044,0.168100894242145,2020,0.984807753012208,0.17364817766693041,-0.9978589232386035,-0.06540312923014362,0,1,0,0,0,0,0,0,0,0
4982,29.7,25.5,35.7,31.2,14.52,4.2,0.0,6.4,23.8,201.0,3.04,0,1034,0.7907757369377011,-0.6121059825476597,-0.9827900509408583,0.18472605601718783,2020,0.984807753012208,0.17364817766693041,-0.9978589232386035,-0.06540312923014362,0,1,0,0,0,0,0,0,0,0
4983,31.2,25.7,37.2,31.6,14.66,2.1,0.0,12.8,36.4,96.0,3.16,0,1035,0.6513724827222314,-0.7587581226927831,-0.9795299412524945,0.20129852008866025,2020,0.984807753012208,0.17364817766693041,-0.9978589232386035,-0.06540312923014362,0,1,0,0,0,0,0,0,0,0
4984,33.5,24.4,40.6,29.4,21.23,7.0,0.0,10.9,31.7,120.0,4.49,0,1036,0.4853019625310986,-0.8743466161445723,-0.9759903962771157,0.21781355874884992,2020,0.984807753012208,0.17364817766693041,-0.9978589232386035,-0.06540312923014362,0,1,0,0,0,0,0,0,0,0
4985,30.7,24.7,39.3,29.9,21.04,5.4,0.0,9.8,24.8,160.9291277258567,4.3,0,1037,0.29936312297335765,-0.9541392564000489,-0.9721724257579906,0.23426646067208218,2020,0.984807753012208,0.17364817766693041,-0.9981347984218669,-0.06104853953485769,0,1,0,0,0,0,0,0,0,0
4986,33.0,24.5,39.8,29.7,23.01,2.6,0.0,8.4,22.7,111.0,4.91,0,1038,0.10116832198743989,-0.9948693233918944,-0.9680771188662047,0.25065253225871875,2020,0.984807753012208,0.17364817766693041,-0.9981347984218669,-0.06104853953485769,0,1,0,0,0,0,0,0,0,0
4987,32.4,25.3,39.9,31.0,21.43,1.7,0.0,9.7,24.8,200.0,4.55,0,1039,-0.10116832198741649,-0.9948693233918967,-0.9637056438899408,0.26696709897415155,2020,0.984807753012208,0.17364817766693041,-0.9981347984218669,-0.06104853953485769,0,1,0,0,0,0,0,0,0,0
4988,33.9,24.3,42.3,29.5,25.2,0.0,0.0,7.6,23.8,123.0,5.4,0,1040,-0.2993631229733352,-0.9541392564000559,-0.9590592479012027,0.28320550668230215,2020,0.984807753012208,0.17364817766693041,-0.9981347984218669,-0.06104853953485769,0,1,0,0,0,0,0,0,0,0
4989,33.3,25.9,39.9,32.3,20.96,5.8,0.0,9.0,31.7,84.0,4.49,0,1041,-0.48530196253107805,-0.8743466161445838,-0.9541392564000489,0.2993631229733577,2020,0.984807753012208,0.17364817766693041,-0.9983916705573488,-0.056692787563377714,0,1,0,0,0,0,0,0,0,0
4990,33.9,26.2,42.0,32.2,21.73,5.2,0.0,11.0,29.5,100.0,4.74,0,1042,-0.6513724827222135,-0.7587581226927984,-0.9489470729364697,0.31543533848525346,2020,0.984807753012208,0.17364817766693041,-0.9983916705573488,-0.056692787563377714,0,1,0,0,0,0,0,0,0,0
4991,33.6,25.8,43.2,32.1,22.55,3.7,0.0,7.2,25.2,24.0,4.81,0,1043,-0.7907757369376867,-0.6121059825476782,-0.9434841787099804,0.3314175682186354,2020,0.984807753012208,0.17364817766693041,-0.9983916705573488,-0.056692787563377714,0,1,0,0,0,0,0,0,0,0
4992,33.4,26.3,40.9,32.3,21.64,1.5,0.0,11.8,34.2,80.0,4.63,0,1044,-0.8978045395707296,-0.440394151557659,-0.9377521321470813,0.3473052528448181,2020,0.984807753012208,0.17364817766693041,-0.9986295347545738,-0.052335956242944306,0,1,0,0,0,0,0,0,0,0
4993,33.7,25.8,39.7,32.1,20.47,10.7,0.0,12.8,34.2,83.0,4.45,0,1045,-0.9680771188662025,-0.2506525322587274,-0.9317525684566687,0.36309386000647403,2020,0.984807753012208,0.17364817766693041,-0.9986295347545738,-0.052335956242944306,0,1,0,0,0,0,0,0,0,0
4994,33.1,25.5,39.7,31.3,15.08,5.1,0.0,6.4,28.8,243.0,3.32,0,1046,-0.9987165071710521,-0.05064916883872783,-0.9254871991635605,0.37877888561057377,2020,0.984807753012208,0.17364817766693041,-0.9986295347545738,-0.052335956242944306,0,1,0,0,0,0,0,0,0,0
4995,32.4,25.7,40.9,31.9,21.26,0.8,0.0,8.6,32.0,100.0,4.52,0,1047,-0.9884683243281149,0.15142777750455377,-0.9189578116202309,0.3943558551133179,2020,0.984807753012208,0.17364817766693041,-0.9988483864849507,-0.0479781285213447,0,1,0,0,0,0,0,0,0,0
4996,33.6,25.1,41.6,31.0,22.31,5.6,0.0,9.6,28.8,53.0,4.72,0,1048,-0.9377521321470814,0.34730525284481767,-0.9121662684969329,0.40982032479658836,2020,0.984807753012208,0.17364817766693041,-0.9988483864849507,-0.0479781285213447,0,1,0,0,0,0,0,0,0,0
4997,32.7,25.8,41.4,31.4,19.75,18.3,0.0,7.3,28.1,109.0,4.18,0,1049,-0.8486442574947567,0.5289640103269533,-0.9051145072503216,0.4251678830356399,2020,0.984807753012208,0.17364817766693041,-0.9988483864849507,-0.0479781285213447,0,1,0,0,0,0,0,0,0,0
4998,31.3,25.5,39.5,31.5,16.68,15.5,0.0,8.7,26.3,94.0,3.5,0,1050,-0.7247927872291329,0.6889669190756729,-0.8978045395707414,0.440394151557635,2020,0.984807753012208,0.17364817766693041,-0.9990482215818578,-0.04361938736533613,0,1,0,0,0,0,0,0,0,0
4999,31.4,25.4,39.4,31.6,17.12,13.3,0.0,7.8,25.6,249.0,3.58,0,1051,-0.5712682150948143,0.820763441207261,-0.8902384508083521,0.4554947866906331,2020,0.984807753012208,0.17364817766693041,-0.9990482215818578,-0.04361938736533613,0,1,0,0,0,0,0,0,0,0
5000,30.2,25.3,37.1,30.9,16.26,8.3,0.0,8.1,29.5,266.0,3.38,0,1052,-0.39435585511332455,0.918957811620228,-0.8824183993782189,0.47046548060275617,2020,0.9855560590580777,0.16934950384902475,-0.9992290362407229,-0.03925981575906901,0,1,0,0,0,0,0,0,0,0
5001,32.8,24.9,40.9,30.5,17.76,11.9,0.0,6.3,24.5,209.0,3.79,0,1053,-0.2012985200886743,0.9795299412524916,-0.8743466161445828,0.48530196253108,2020,0.9855560590580777,0.16934950384902475,-0.9992290362407229,-0.03925981575906901,0,1,0,0,0,0,0,0,0,0
5002,34.0,25.1,42.8,30.6,18.74,16.1,0.0,6.4,24.8,204.0,4.06,0,1054,-2.2538452949404006e-14,1.0,-0.8660254037844384,0.5000000000000004,2020,0.9855560590580777,0.16934950384902475,-0.9992290362407229,-0.03925981575906901,0,1,0,0,0,0,0,0,0,0
5003,33.2,25.0,39.4,30.2,20.23,2.1,0.0,7.7,24.1,236.0,4.38,0,1055,0.20129852008863014,0.9795299412525007,-0.8574571361306517,0.5145554000286277,2020,0.9855560590580777,0.16934950384902475,-0.9993908270190957,-0.03489949670250165,0,1,0,0,0,0,0,0,0,0
5004,33.0,25.0,39.7,30.5,18.11,11.1,0.0,5.5,18.0,130.0,3.92,0,1056,0.39435585511330923,0.9189578116202346,-0.8486442574947508,0.5289640103269627,2020,0.9855560590580777,0.16934950384902475,-0.9993908270190957,-0.03489949670250165,0,1,0,0,0,0,0,0,0,0
5005,30.5,25.1,36.4,28.5,11.29,3.5,0.0,7.2,18.4,240.0,2.64,0,1057,0.5712682150947773,0.8207634412072867,-0.8395892819696397,0.5432217204804175,2020,0.9862856015372313,0.16504760586067782,-0.9995335908367129,-0.030538513209822718,0,1,0,0,0,0,0,0,0,0
5006,31.5,25.5,37.2,31.0,9.37,3.7,0.0,8.6,22.7,262.0,2.27,0,1058,0.7247927872291019,0.6889669190757056,-0.8302947927123763,0.5573244631224366,2020,0.9862856015372313,0.16504760586067782,-0.9995335908367129,-0.030538513209822718,0,1,0,0,0,0,0,0,0,0
5007,30.5,24.6,36.4,30.0,8.81,15.0,0.0,9.7,25.6,238.0,2.02,0,1059,0.8486442574947478,0.5289640103269674,-0.8207634412072753,0.5712682150947939,2020,0.9862856015372313,0.16504760586067782,-0.9996573249755573,-0.026176948307873482,0,1,0,0,0,0,0,0,0,0
5008,33.8,25.4,41.0,31.3,20.15,6.6,0.0,12.6,32.4,255.0,4.33,0,1060,0.9377521321470756,0.3473052528448333,-0.8109979465095012,0.5850489985953077,2020,0.9862856015372313,0.16504760586067782,-0.9996573249755573,-0.026176948307873482,0,1,0,0,0,0,0,0,0,0
5009,33.4,25.3,40.9,31.1,22.63,5.2,0.0,10.2,25.9,269.0,4.85,0,1061,0.988468324328108,0.15142777750459832,-0.8010010944693857,0.5986628823126136,2020,0.9869963665602319,0.1607425656038261,-0.9996573249755573,-0.026176948307873482,0,1,0,0,0,0,0,0,0,0
5010,30.8,24.4,35.9,29.4,14.22,2.9,0.0,9.6,33.1,284.0,3.01,0,1062,0.9987165071710543,-0.05064916883868281,-0.7907757369376986,0.6121059825476628,2020,0.9869963665602319,0.1607425656038261,-0.9997620270799091,-0.021814885034560836,0,1,0,0,0,0,0,0,0,0
5011,32.5,25.5,38.8,31.4,19.85,12.9,0.0,14.2,39.6,276.0,4.26,0,1063,0.9680771188662067,-0.2506525322587113,-0.7803247909520908,0.6253744643216381,2020,0.9869963665602319,0.1607425656038261,-0.9997620270799091,-0.021814885034560836,0,1,0,0,0,0,0,0,0,0
